date,client,platform,campaign,impressions,clicks,cost,conversions,ctr,cpc,cpa,month,extracted_client,campaign_category,date_clean
2025-01-03,ClientG,Facebook Ads,ClientG-IG-Stories,30790.0,2301,8290.47,17,7.47,3.6,487.67,1,ClientG,Other,2025-01-03
2025-10-09,ClientG,Facebook Ads,ClientG-IG-Stories,14329.0,1050,2903.23,12,7.33,2.76,241.94,10,ClientG,Other,2025-10-09
2025-05-22,ClientA,Google Ads,ClientA-YouTube-Awareness,26212.0,1391,3384.9,27,5.31,2.43,125.37,5,ClientA,Other,2025-05-22
2025-09-07,ClientL,Facebook Ads,ClientL-FB-Prospecting,21879.0,514,979.82,23,2.35,1.91,42.6,9,ClientL,Other,2025-09-07
2025-02-16,ClientC,Google Ads,ClientC-Search-Nonbrand,45669.0,2652,7354.7,31,5.81,2.77,237.25,2,ClientC,Search,2025-02-16
2025-03-21,ClientG,Facebook Ads,ClientG-IG-Stories,23552.0,1499,2837.5,53,6.36,1.89,53.54,3,ClientG,Other,2025-03-21
2025-01-06,ClientG,Facebook Ads,ClientG-FB-Prospecting,39550.0,809,1393.72,15,2.05,1.72,92.91,1,ClientG,Other,2025-01-06
2025-09-24,ClientF,Facebook Ads,ClientF-FB-Remarketing,19856.0,318,205.95,10,1.6,0.65,20.6,9,ClientF,Other,2025-09-24
2025-07-09,ClientB,Facebook Ads,ClientB-Messenger,11683.0,226,916.91,8,1.93,4.06,114.61,7,ClientB,Other,2025-07-09
2025-10-11,ClientK,Facebook Ads,ClientK-FB-Remarketing,26902.0,1501,3646.07,29,5.58,2.43,125.73,10,ClientK,Other,2025-10-11
2025-11-11,ClientF,Google Ads,ClientF-Search-Nonbrand,64696.0,1717,10939.06,20,4.25,3.98,341.85,11,ClientF,Search,2025-11-11
2025-03-22,ClientG,Google Ads,ClientG-YouTube-Awareness,32978.0,2443,10484.52,9,7.41,4.29,1164.95,3,ClientG,Other,2025-03-22
2025-06-01,ClientA,Google Ads,ClientA-YouTube-Awareness,17792.0,1240,1429.9,8,6.97,1.15,178.74,6,ClientA,Other,2025-06-01
2025-10-16,ClientK,Facebook Ads,ClientK-FB-Video,46225.0,1295,6398.73,45,2.8,4.94,142.19,10,ClientK,Other,2025-10-16
2025-01-22,ClientK,Google Ads,ClientK-Search-Nonbrand,21127.0,796,3549.28,23,3.77,4.46,154.32,1,ClientK,Search,2025-01-22
2025-01-06,ClientG,Google Ads,ClientG-Shopping-Products,34565.0,573,1010.65,8,1.66,1.76,126.33,1,ClientG,Other,2025-01-06
2025-11-16,ClientI,Google Ads,ClientI-YouTube-Awareness,61634.0,1235,6035.47,9,3.21,3.05,419.13,11,ClientI,Other,2025-11-16
2025-01-06,ClientJ,Facebook Ads,ClientJ-FB-Video,31663.0,1943,5442.89,91,6.14,2.8,59.81,1,ClientJ,Other,2025-01-06
2025-11-09,ClientC,Google Ads,ClientC-Shopping-Products,25818.0,283,1512.7,6,1.75,3.34,157.57,11,ClientC,Other,2025-11-09
2025-07-22,ClientE,Facebook Ads,ClientE-FB-Video,3642.0,189,928.43,8,5.19,4.91,116.05,7,ClientE,Other,2025-07-22
2025-09-12,ClientL,Google Ads,ClientL-Shopping-Products,3182.0,114,400.33,0,3.58,3.51,0.0,9,ClientL,Other,2025-09-12
2025-08-16,ClientF,Google Ads,ClientF-YouTube-Awareness,5630.0,233,377.04,0,4.14,1.62,0.0,8,ClientF,Other,2025-08-16
2025-07-01,ClientL,Google Ads,ClientL-Search-Brand,2367.0,151,133.96,0,6.38,0.89,0.0,7,ClientL,Search,2025-07-01
2025-04-23,ClientD,Facebook Ads,ClientD-FB-Prospecting,36592.0,2296,11475.5,39,6.27,5.0,294.24,4,ClientD,Other,2025-04-23
2025-10-29,ClientH,Google Ads,ClientH-YouTube-Awareness,15766.0,712,1956.26,7,4.52,2.75,279.47,10,ClientH,Other,2025-10-29
2025-05-14,ClientL,Google Ads,ClientL-Search-Nonbrand,9542.0,425,661.87,13,4.45,1.56,50.91,5,ClientL,Search,2025-05-14
2025-02-27,ClientH,Facebook Ads,ClientH-IG-Stories,20426.0,1487,1786.11,41,7.28,1.2,43.56,2,ClientH,Other,2025-02-27
2025-11-15,ClientB,Google Ads,ClientB-Shopping-Products,8667.0,113,645.15,2,2.09,3.57,201.61,11,ClientB,Other,2025-11-15
2025-01-25,ClientC,Facebook Ads,ClientC-FB-Remarketing,14072.0,468,724.31,2,3.33,1.55,362.16,1,ClientC,Other,2025-01-25
2025-01-25,ClientE,Google Ads,ClientE-Display-Prospecting,23028.0,1112,3530.84,3,4.83,3.18,1176.95,1,ClientE,Display,2025-01-25
2025-09-27,ClientC,Facebook Ads,ClientC-FB-Remarketing,16415.0,709,697.04,26,4.32,0.98,26.81,9,ClientC,Other,2025-09-27
2025-05-15,ClientK,Google Ads,ClientK-YouTube-Awareness,48906.0,1748,8668.16,66,3.57,4.96,131.34,5,ClientK,Other,2025-05-15
2025-08-23,ClientJ,Google Ads,ClientJ-Shopping-Products,42523.0,1671,6281.9,35,3.93,3.76,179.48,8,ClientJ,Other,2025-08-23
2025-11-25,ClientB,Facebook Ads,ClientB-IG-Stories,26149.0,482,473.9,11,2.95,0.61,26.93,11,ClientB,Other,2025-11-25
2025-01-11,ClientE,Google Ads,ClientE-Search-Brand,28094.0,867,805.13,27,3.09,0.93,29.82,1,ClientE,Search,2025-01-11
2025-11-07,ClientE,Google Ads,ClientE-Search-Brand,29810.0,711,652.67,5,3.82,0.57,81.58,11,ClientE,Search,2025-11-07
2025-05-27,ClientD,Google Ads,ClientD-Shopping-Products,22582.0,1143,3898.59,3,5.06,3.41,1299.53,5,ClientD,Other,2025-05-27
2025-05-16,ClientJ,Google Ads,ClientJ-Display-Prospecting,4080.0,319,485.44,3,7.82,1.52,161.81,5,ClientJ,Display,2025-05-16
2025-11-18,ClientE,Google Ads,ClientE-Display-Prospecting,19506.0,555,1672.75,17,4.55,1.88,61.5,11,ClientE,Display,2025-11-18
2025-06-06,ClientK,Google Ads,ClientK-Search-Brand,13159.0,269,1018.31,5,2.04,3.79,203.66,6,ClientK,Search,2025-06-06
2025-05-01,ClientD,Facebook Ads,ClientD-Messenger,27685.0,834,3811.59,11,3.01,4.57,346.51,5,ClientD,Other,2025-05-01
2025-06-03,ClientF,Google Ads,ClientF-Shopping-Products,3645.0,169,577.99,4,4.64,3.42,144.5,6,ClientF,Other,2025-06-03
2024-12-04,ClientF,Google Ads,ClientF-Shopping-Products,11750.0,258,1264.77,6,3.51,3.06,131.75,12,ClientF,Other,2024-12-04
2025-04-09,ClientL,Google Ads,ClientL-Search-Nonbrand,33999.0,1141,2587.94,54,3.36,2.27,47.92,4,ClientL,Search,2025-04-09
2025-07-20,ClientH,Google Ads,ClientH-Search-Brand,37065.0,1046,5096.46,15,2.82,4.87,339.76,7,ClientH,Search,2025-07-20
2025-01-11,ClientE,Facebook Ads,ClientE-FB-Prospecting,22760.0,619,2411.45,22,2.72,3.9,109.61,1,ClientE,Other,2025-01-11
2025-10-07,ClientJ,Facebook Ads,ClientJ-IG-Stories,41154.0,2461,9440.16,19,5.98,3.84,496.85,10,ClientJ,Other,2025-10-07
2025-08-03,ClientA,Google Ads,ClientA-Search-Nonbrand,24663.0,1450,2539.31,27,5.88,1.75,94.05,8,ClientA,Search,2025-08-03
2024-12-28,ClientA,Google Ads,ClientA-Display-Prospecting,52486.0,1878,10051.09,6,5.72,3.35,1046.99,12,ClientA,Display,2024-12-28
2024-12-20,ClientG,Facebook Ads,ClientG-FB-Video,51402.0,702,4663.07,2,2.19,4.15,1457.21,12,ClientG,Other,2024-12-20
2025-05-06,ClientI,Google Ads,ClientI-Search-Nonbrand,45425.0,3043,8015.91,61,6.7,2.63,131.41,5,ClientI,Search,2025-05-06
2025-11-25,ClientL,Google Ads,ClientL-YouTube-Awareness,54726.0,2455,18090.59,48,7.18,4.61,235.55,11,ClientL,Other,2025-11-25
2025-05-04,ClientA,Facebook Ads,ClientA-Messenger,17932.0,1228,3310.34,10,6.85,2.7,331.03,5,ClientA,Other,2025-05-04
2025-01-05,ClientK,Google Ads,ClientK-Shopping-Products,29583.0,957,869.32,4,3.23,0.91,217.33,1,ClientK,Other,2025-01-05
2025-02-17,ClientC,Google Ads,ClientC-Search-Brand,22318.0,1764,946.72,6,7.9,0.54,157.79,2,ClientC,Search,2025-02-17
2025-11-18,ClientD,Google Ads,ClientD-Shopping-Products,896.0,33,165.07,0,5.89,3.13,0.0,11,ClientD,Other,2025-11-18
2025-08-12,ClientD,Facebook Ads,ClientD-FB-Remarketing,21878.0,1686,6706.96,59,7.71,3.98,113.68,8,ClientD,Other,2025-08-12
2025-06-21,ClientJ,Google Ads,ClientJ-YouTube-Awareness,816.0,25,56.27,1,3.06,2.25,56.27,6,ClientJ,Other,2025-06-21
2025-02-12,ClientL,Google Ads,ClientL-Display-Prospecting,18464.0,1104,2148.03,43,5.98,1.95,49.95,2,ClientL,Display,2025-02-12
2024-12-09,ClientE,Google Ads,ClientE-Shopping-Products,37571.0,974,7435.98,21,4.15,4.77,221.31,12,ClientE,Other,2024-12-09
2025-09-18,ClientF,Google Ads,ClientF-Search-Brand,6096.0,392,918.66,14,6.43,2.34,65.62,9,ClientF,Search,2025-09-18
2025-07-09,ClientG,Google Ads,ClientG-Search-Nonbrand,19777.0,417,941.58,13,2.11,2.26,72.43,7,ClientG,Search,2025-07-09
2024-12-10,ClientJ,Google Ads,ClientJ-YouTube-Awareness,52038.0,1874,10815.81,30,5.76,3.61,225.33,12,ClientJ,Other,2024-12-10
2025-01-12,ClientC,Google Ads,ClientC-Display-Prospecting,19758.0,307,994.1,9,1.55,3.24,110.46,1,ClientC,Display,2025-01-12
2025-05-01,ClientK,Facebook Ads,ClientK-FB-Prospecting,14169.0,987,2699.75,0,6.97,2.74,0.0,5,ClientK,Other,2025-05-01
2025-03-20,ClientA,Facebook Ads,ClientA-IG-Stories,29722.0,1383,1012.59,28,4.65,0.73,36.16,3,ClientA,Other,2025-03-20
2025-07-18,ClientE,Facebook Ads,ClientE-FB-Remarketing,11055.0,267,514.13,11,2.42,1.93,46.74,7,ClientE,Other,2025-07-18
2024-12-14,ClientB,Google Ads,ClientB-Shopping-Products,69824.0,546,2576.1,11,1.25,2.95,146.37,12,ClientB,Other,2024-12-14
2025-11-22,ClientE,Facebook Ads,ClientE-FB-Remarketing,39181.0,1063,2078.72,29,4.34,1.22,44.8,11,ClientE,Other,2025-11-22
2025-07-08,ClientH,Google Ads,ClientH-Search-Brand,10133.0,254,658.11,0,2.51,2.59,0.0,7,ClientH,Search,2025-07-08
2025-11-16,ClientK,Google Ads,ClientK-Search-Nonbrand,36379.0,1137,8639.6,20,5.0,4.75,269.99,11,ClientK,Search,2025-11-16
2025-06-03,ClientF,Google Ads,ClientF-Shopping-Products,10940.0,866,4269.26,42,7.92,4.93,101.65,6,ClientF,Other,2025-06-03
2025-11-06,ClientC,Facebook Ads,ClientC-IG-Stories,62314.0,2930,17751.18,75,7.52,3.79,147.93,11,ClientC,Other,2025-11-06
2025-11-27,ClientF,Facebook Ads,ClientF-FB-Prospecting,75357.0,2700,3187.38,75,5.73,0.74,26.56,11,ClientF,Other,2025-11-27
2025-05-09,ClientB,Google Ads,ClientB-YouTube-Awareness,4982.0,190,772.16,1,3.81,4.06,772.16,5,ClientB,Other,2025-05-09
2025-10-19,ClientA,Google Ads,ClientA-Search-Brand,24965.0,1647,1198.21,13,6.6,0.73,92.17,10,ClientA,Search,2025-10-19
2025-02-09,ClientI,Google Ads,ClientI-Search-Brand,23421.0,1096,2897.46,48,4.68,2.64,60.36,2,ClientI,Search,2025-02-09
2025-07-18,ClientK,Google Ads,ClientK-Display-Prospecting,43548.0,3055,2398.1,94,7.02,0.78,25.51,7,ClientK,Display,2025-07-18
2025-07-09,ClientA,Facebook Ads,ClientA-FB-Video,13319.0,306,220.48,15,2.3,0.72,14.7,7,ClientA,Other,2025-07-09
2025-10-12,ClientA,Facebook Ads,ClientA-FB-Remarketing,19087.0,195,692.52,4,1.02,3.55,173.13,10,ClientA,Other,2025-10-12
2025-01-26,ClientB,Google Ads,ClientB-YouTube-Awareness,8774.0,475,620.68,23,5.41,1.31,26.99,1,ClientB,Other,2025-01-26
2025-10-28,ClientD,Google Ads,ClientD-YouTube-Awareness,47472.0,2908,11001.79,106,6.13,3.78,103.79,10,ClientD,Other,2025-10-28
2025-07-07,ClientE,Facebook Ads,ClientE-FB-Video,35973.0,2309,6503.02,44,6.42,2.82,147.8,7,ClientE,Other,2025-07-07
2025-01-03,ClientD,Google Ads,ClientD-Search-Nonbrand,28983.0,2259,7358.62,107,7.79,3.26,68.77,1,ClientD,Search,2025-01-03
2025-09-01,ClientG,Facebook Ads,ClientG-IG-Stories,6208.0,350,1348.56,3,5.64,3.85,449.52,9,ClientG,Other,2025-09-01
2025-06-11,ClientF,Google Ads,ClientF-Display-Prospecting,31751.0,1754,3514.8,61,5.52,2.0,57.62,6,ClientF,Display,2025-06-11
2025-11-14,ClientI,Google Ads,ClientI-YouTube-Awareness,46370.0,1626,12107.46,77,5.61,4.65,98.27,11,ClientI,Other,2025-11-14
2025-07-27,ClientA,Google Ads,ClientA-Search-Brand,8336.0,615,1767.25,30,7.38,2.87,58.91,7,ClientA,Search,2025-07-27
2025-10-17,ClientC,Facebook Ads,ClientC-FB-Remarketing,10571.0,247,890.74,9,2.34,3.61,98.97,10,ClientC,Other,2025-10-17
2025-07-04,ClientJ,Google Ads,ClientJ-Shopping-Products,17960.0,862,1351.32,43,4.8,1.57,31.43,7,ClientJ,Other,2025-07-04
2025-06-07,ClientH,Google Ads,ClientH-Shopping-Products,38841.0,2395,5202.63,31,6.17,2.17,167.83,6,ClientH,Other,2025-06-07
2024-12-14,ClientD,Facebook Ads,ClientD-FB-Video,21864.0,273,1896.11,3,2.0,4.34,395.02,12,ClientD,Other,2024-12-14
2024-12-09,ClientK,Google Ads,ClientK-Search-Nonbrand,36677.0,1023,6670.9,51,4.46,4.08,81.75,12,ClientK,Search,2024-12-09
2025-06-08,ClientH,Facebook Ads,ClientH-FB-Video,21226.0,1207,4982.31,49,5.69,4.13,101.68,6,ClientH,Other,2025-06-08
2024-12-19,ClientL,Google Ads,ClientL-YouTube-Awareness,75522.0,1126,1348.88,33,2.39,0.75,25.55,12,ClientL,Other,2024-12-19
2025-03-27,ClientA,Facebook Ads,ClientA-FB-Prospecting,14436.0,388,1830.2,14,2.69,4.72,130.73,3,ClientA,Other,2025-03-27
2025-06-25,ClientL,Facebook Ads,ClientL-IG-Stories,31129.0,952,760.31,45,3.06,0.8,16.9,6,ClientL,Other,2025-06-25
2025-09-29,ClientK,Facebook Ads,ClientK-FB-Prospecting,35247.0,1410,3400.69,67,4.0,2.41,50.76,9,ClientK,Other,2025-09-29
2025-08-24,ClientB,Facebook Ads,ClientB-FB-Prospecting,22107.0,728,3002.76,17,3.29,4.12,176.63,8,ClientB,Other,2025-08-24
2025-06-07,ClientI,Facebook Ads,ClientI-Messenger,5423.0,186,482.37,6,3.43,2.59,80.4,6,ClientI,Other,2025-06-07
2025-05-21,ClientL,Facebook Ads,ClientL-Messenger,10041.0,600,356.55,3,5.98,0.59,118.85,5,ClientL,Other,2025-05-21
2025-09-08,ClientE,Facebook Ads,ClientE-FB-Video,20230.0,269,1163.04,13,1.33,4.32,89.46,9,ClientE,Other,2025-09-08
2025-06-19,ClientK,Google Ads,ClientK-Shopping-Products,15111.0,339,737.64,4,2.24,2.18,184.41,6,ClientK,Other,2025-06-19
2025-05-10,ClientH,Facebook Ads,ClientH-IG-Stories,43323.0,3242,7188.61,97,7.48,2.22,74.11,5,ClientH,Other,2025-05-10
2025-08-05,ClientH,Facebook Ads,ClientH-FB-Video,3724.0,155,253.71,6,4.16,1.64,42.28,8,ClientH,Other,2025-08-05
2025-07-12,ClientJ,Facebook Ads,ClientJ-FB-Remarketing,16371.0,1196,3892.86,30,7.31,3.25,129.76,7,ClientJ,Other,2025-07-12
2024-12-04,ClientI,Facebook Ads,ClientI-FB-Video,47922.0,398,1640.94,9,1.33,2.58,113.95,12,ClientI,Other,2024-12-04
2024-12-26,ClientH,Facebook Ads,ClientH-FB-Prospecting,42968.0,938,7496.69,9,3.49,5.0,520.6,12,ClientH,Other,2024-12-26
2024-12-30,ClientK,Google Ads,ClientK-Shopping-Products,67442.0,1411,2704.19,26,3.35,1.2,65.0,12,ClientK,Other,2024-12-30
2025-04-10,ClientC,Facebook Ads,ClientC-FB-Remarketing,3424.0,191,898.57,1,5.58,4.7,898.57,4,ClientC,Other,2025-04-10
2025-02-14,ClientH,Google Ads,ClientH-Shopping-Products,22335.0,1639,3386.28,30,7.34,2.07,112.88,2,ClientH,Other,2025-02-14
2025-01-24,ClientF,Google Ads,ClientF-Search-Nonbrand,39647.0,1950,2250.78,19,4.92,1.15,118.46,1,ClientF,Search,2025-01-24
2024-12-23,ClientK,Google Ads,ClientK-YouTube-Awareness,15683.0,143,795.44,4,1.46,3.48,124.29,12,ClientK,Other,2024-12-23
2025-07-11,ClientD,Facebook Ads,ClientD-IG-Stories,36938.0,1282,4951.07,56,3.47,3.86,88.41,7,ClientD,Other,2025-07-11
2025-09-08,ClientJ,Google Ads,ClientJ-Display-Prospecting,26867.0,463,1320.7,6,1.72,2.85,220.12,9,ClientJ,Display,2025-09-08
2024-12-01,ClientC,Google Ads,ClientC-YouTube-Awareness,7566.0,172,829.95,0,3.64,3.02,0.0,12,ClientC,Other,2024-12-01
2025-03-06,ClientE,Google Ads,ClientE-Shopping-Products,28365.0,784,2687.62,27,2.76,3.43,99.54,3,ClientE,Other,2025-03-06
2025-01-05,ClientJ,Facebook Ads,ClientJ-FB-Remarketing,23023.0,1131,4687.49,23,4.91,4.14,203.8,1,ClientJ,Other,2025-01-05
2025-08-25,ClientE,Google Ads,ClientE-Shopping-Products,26042.0,2057,2001.55,22,7.9,0.97,90.98,8,ClientE,Other,2025-08-25
2025-09-08,ClientD,Google Ads,ClientD-Search-Brand,19921.0,1315,2285.04,33,6.6,1.74,69.24,9,ClientD,Search,2025-09-08
2025-05-03,ClientD,Google Ads,ClientD-Search-Nonbrand,45204.0,1589,1091.77,27,3.52,0.69,40.44,5,ClientD,Search,2025-05-03
2025-02-10,ClientB,Google Ads,ClientB-YouTube-Awareness,4349.0,213,172.15,1,4.9,0.81,172.15,2,ClientB,Other,2025-02-10
2025-09-11,ClientB,Facebook Ads,ClientB-FB-Video,2348.0,93,254.06,3,3.96,2.73,84.69,9,ClientB,Other,2025-09-11
2025-04-06,ClientE,Facebook Ads,ClientE-FB-Video,22983.0,1114,1323.86,17,4.85,1.19,77.87,4,ClientE,Other,2025-04-06
2025-05-21,ClientC,Google Ads,ClientC-Search-Brand,44708.0,1289,4067.62,48,2.88,3.16,84.74,5,ClientC,Search,2025-05-21
2025-02-19,ClientJ,Google Ads,ClientJ-Search-Nonbrand,25977.0,1661,5717.55,4,6.39,3.44,1429.39,2,ClientJ,Search,2025-02-19
2024-12-19,ClientF,Facebook Ads,ClientF-Messenger,74010.0,2387,13583.63,47,5.16,3.56,180.63,12,ClientF,Other,2024-12-19
2024-12-24,ClientG,Facebook Ads,ClientG-FB-Remarketing,45134.0,338,1743.55,8,1.2,3.22,136.22,12,ClientG,Other,2024-12-24
2025-06-10,ClientJ,Google Ads,ClientJ-Search-Nonbrand,5996.0,292,1072.08,12,4.87,3.67,89.34,6,ClientJ,Search,2025-06-10
2025-10-30,ClientB,Google Ads,ClientB-Display-Prospecting,12625.0,932,3176.58,31,7.38,3.41,102.47,10,ClientB,Display,2025-10-30
2025-07-21,ClientK,Facebook Ads,ClientK-IG-Stories,45264.0,2084,1973.75,91,4.6,0.95,21.69,7,ClientK,Other,2025-07-21
2025-02-27,ClientA,Google Ads,ClientA-Search-Brand,4477.0,173,629.09,8,3.86,3.64,78.64,2,ClientA,Search,2025-02-27
2024-12-18,ClientG,Facebook Ads,ClientG-FB-Video,36192.0,1520,4482.13,66,6.72,1.84,42.44,12,ClientG,Other,2024-12-18
2025-09-26,ClientG,Google Ads,ClientG-Search-Brand,23484.0,873,2186.98,41,3.72,2.51,53.34,9,ClientG,Search,2025-09-26
2025-11-19,ClientF,Google Ads,ClientF-Search-Nonbrand,39592.0,309,1470.69,2,1.25,2.97,459.59,11,ClientF,Search,2025-11-19
2025-02-19,ClientC,Facebook Ads,ClientC-FB-Prospecting,8838.0,476,1327.85,15,5.39,2.79,88.52,2,ClientC,Other,2025-02-19
2025-08-16,ClientK,Google Ads,ClientK-Search-Nonbrand,37015.0,2579,12697.49,120,6.97,4.92,105.81,8,ClientK,Search,2025-08-16
2025-04-23,ClientL,Google Ads,ClientL-YouTube-Awareness,47582.0,2045,5897.64,87,4.3,2.88,67.79,4,ClientL,Other,2025-04-23
2025-08-11,ClientC,Google Ads,ClientC-Shopping-Products,45817.0,2809,7641.18,64,6.13,2.72,119.39,8,ClientC,Other,2025-08-11
2025-01-24,ClientB,Google Ads,ClientB-YouTube-Awareness,26907.0,760,1632.8,36,2.82,2.15,45.36,1,ClientB,Other,2025-01-24
2024-12-12,ClientJ,Facebook Ads,ClientJ-IG-Stories,75762.0,2851,20968.54,96,6.02,4.6,136.51,12,ClientJ,Other,2024-12-12
2025-05-08,ClientL,Facebook Ads,ClientL-FB-Video,8717.0,442,404.89,10,5.07,0.92,40.49,5,ClientL,Other,2025-05-08
2025-05-09,ClientB,Google Ads,ClientB-Display-Prospecting,8992.0,329,1588.78,15,3.66,4.83,105.92,5,ClientB,Display,2025-05-09
2025-10-13,ClientA,Facebook Ads,ClientA-FB-Video,3047.0,51,233.64,2,1.67,4.58,116.82,10,ClientA,Other,2025-10-13
2025-09-04,ClientB,Facebook Ads,ClientB-FB-Video,24934.0,1639,7343.94,68,6.57,4.48,108.0,9,ClientB,Other,2025-09-04
2025-09-03,ClientF,Facebook Ads,ClientF-FB-Prospecting,9862.0,172,593.16,0,1.74,3.45,0.0,9,ClientF,Other,2025-09-03
2024-12-09,ClientL,Facebook Ads,ClientL-FB-Remarketing,71293.0,1431,9824.48,64,3.21,4.29,95.94,12,ClientL,Other,2024-12-09
2025-08-28,ClientG,Facebook Ads,ClientG-IG-Stories,30519.0,661,992.47,27,2.17,1.5,36.76,8,ClientG,Other,2025-08-28
2025-08-25,ClientF,Google Ads,ClientF-YouTube-Awareness,45997.0,1197,5333.52,1,2.6,4.46,5333.52,8,ClientF,Other,2025-08-25
2025-06-23,ClientD,Google Ads,ClientD-YouTube-Awareness,18195.0,828,3456.45,34,4.55,4.17,101.66,6,ClientD,Other,2025-06-23
2024-12-24,ClientK,Google Ads,ClientK-YouTube-Awareness,20347.0,934,4939.36,30,7.34,3.31,102.9,12,ClientK,Other,2024-12-24
2025-02-07,ClientL,Facebook Ads,ClientL-FB-Prospecting,46445.0,1056,4143.96,24,2.27,3.92,172.66,2,ClientL,Other,2025-02-07
2025-01-26,ClientB,Google Ads,ClientB-Display-Prospecting,33323.0,2089,8468.28,48,6.27,4.05,176.42,1,ClientB,Display,2025-01-26
2025-04-21,ClientK,Facebook Ads,ClientK-IG-Stories,40452.0,1826,2669.86,61,4.51,1.46,43.77,4,ClientK,Other,2025-04-21
2025-02-28,ClientH,Google Ads,ClientH-Shopping-Products,21263.0,708,2273.19,15,3.33,3.21,151.55,2,ClientH,Other,2025-02-28
2025-10-02,ClientF,Facebook Ads,ClientF-Messenger,39814.0,2432,3476.7,2,6.11,1.43,1738.35,10,ClientF,Other,2025-10-02
2024-12-05,ClientJ,Facebook Ads,ClientJ-Messenger,52010.0,1877,10024.08,3,5.77,3.34,2088.35,12,ClientJ,Other,2024-12-05
2025-02-14,ClientC,Facebook Ads,ClientC-FB-Remarketing,1267.0,72,158.56,1,5.68,2.2,158.56,2,ClientC,Other,2025-02-14
2024-12-24,ClientA,Google Ads,ClientA-Display-Prospecting,33851.0,1037,1390.29,23,4.9,0.84,37.78,12,ClientA,Display,2024-12-24
2025-05-20,ClientG,Facebook Ads,ClientG-Messenger,18200.0,590,1850.21,9,3.24,3.14,205.58,5,ClientG,Other,2025-05-20
2025-01-16,ClientI,Facebook Ads,ClientI-FB-Remarketing,22495.0,1798,7954.81,17,7.99,4.42,467.93,1,ClientI,Other,2025-01-16
2025-06-14,ClientA,Facebook Ads,ClientA-FB-Remarketing,21019.0,1406,6211.73,70,6.69,4.42,88.74,6,ClientA,Other,2025-06-14
2025-11-11,ClientL,Google Ads,ClientL-Display-Prospecting,12915.0,105,217.98,1,1.3,1.3,136.24,11,ClientL,Display,2025-11-11
2025-05-27,ClientI,Google Ads,ClientI-Display-Prospecting,37401.0,2403,2040.92,93,6.42,0.85,21.95,5,ClientI,Display,2025-05-27
2024-12-21,ClientF,Facebook Ads,ClientF-FB-Remarketing,53290.0,2343,13398.72,21,7.03,3.57,398.77,12,ClientF,Other,2024-12-21
2025-10-09,ClientK,Google Ads,ClientK-YouTube-Awareness,49585.0,3603,7861.64,152,7.27,2.18,51.72,10,ClientK,Other,2025-10-09
2025-01-12,ClientF,Facebook Ads,ClientF-FB-Prospecting,30025.0,436,1658.57,4,1.45,3.8,414.64,1,ClientF,Other,2025-01-12
2024-12-12,ClientD,Google Ads,ClientD-Display-Prospecting,50139.0,2043,8676.91,97,6.52,2.65,55.91,12,ClientD,Display,2024-12-12
2025-04-29,ClientH,Google Ads,ClientH-Search-Nonbrand,43350.0,1166,1142.64,13,2.69,0.98,87.9,4,ClientH,Search,2025-04-29
2025-07-07,ClientG,Facebook Ads,ClientG-FB-Video,40707.0,2325,8709.29,93,5.71,3.75,93.65,7,ClientG,Other,2025-07-07
2025-06-21,ClientD,Google Ads,ClientD-Search-Nonbrand,32825.0,1819,5898.18,51,5.54,3.24,115.65,6,ClientD,Search,2025-06-21
2025-08-27,ClientF,Facebook Ads,ClientF-FB-Prospecting,27291.0,1993,6489.42,75,7.3,3.26,86.53,8,ClientF,Other,2025-08-27
2025-07-21,ClientB,Facebook Ads,ClientB-FB-Remarketing,47043.0,901,2697.64,38,1.92,2.99,70.99,7,ClientB,Other,2025-07-21
2025-11-02,ClientJ,Google Ads,ClientJ-Display-Prospecting,51610.0,1660,2828.3,38,5.15,1.06,46.52,11,ClientJ,Display,2025-11-02
2025-07-13,ClientK,Facebook Ads,ClientK-FB-Video,9819.0,616,458.07,2,6.27,0.74,229.04,7,ClientK,Other,2025-07-13
2024-12-06,ClientC,Google Ads,ClientC-Search-Brand,66982.0,1614,4989.18,31,3.86,1.93,100.59,12,ClientC,Search,2024-12-06
2025-05-12,ClientH,Facebook Ads,ClientH-IG-Stories,24649.0,314,561.79,10,1.27,1.79,56.18,5,ClientH,Other,2025-05-12
2025-10-12,ClientJ,Facebook Ads,ClientJ-Messenger,23151.0,631,2715.62,15,2.73,4.3,181.04,10,ClientJ,Other,2025-10-12
2025-06-29,ClientF,Facebook Ads,ClientF-FB-Prospecting,4960.0,169,211.97,6,3.41,1.25,35.33,6,ClientF,Other,2025-06-29
2025-03-24,ClientB,Facebook Ads,ClientB-Messenger,15879.0,740,3065.79,21,4.66,4.14,145.99,3,ClientB,Other,2025-03-24
2025-11-06,ClientA,Facebook Ads,ClientA-FB-Prospecting,68685.0,2016,11635.06,2,4.7,3.61,3635.96,11,ClientA,Other,2025-11-06
2025-02-07,ClientB,Facebook Ads,ClientB-FB-Video,22314.0,1205,4442.89,8,5.4,3.69,555.36,2,ClientB,Other,2025-02-07
2025-01-30,ClientD,Facebook Ads,ClientD-IG-Stories,35253.0,1080,2805.69,18,3.06,2.6,155.87,1,ClientD,Other,2025-01-30
2025-06-20,ClientG,Google Ads,ClientG-Search-Brand,16627.0,947,2370.55,45,5.7,2.5,52.68,6,ClientG,Search,2025-06-20
